"","db","query","phylum","class","order","family","genus","species","ncbi"
"340","itis","Alloschemone occidentalis",NA,NA,NA,NA,NA,NA,NA
"341","itis","Alocasia longiloba",NA,NA,NA,NA,NA,NA,NA
"342","itis","Alocasia macrorrhizos",NA,"Magnoliopsida","Alismatales","Araceae","Alocasia","Alocasia macrorrhizos",NA
"343","itis","Aloe vera",NA,"Magnoliopsida","Asparagales","Xanthorrhoeaceae","Aloe","Aloe vera",NA
"344","itis","Aloysia virgata",NA,NA,NA,NA,NA,NA,NA
"345","itis","Alpinia purpurata",NA,"Magnoliopsida","Zingiberales","Zingiberaceae","Alpinia","Alpinia purpurata",NA
"346","itis","Alpinia zerumbet",NA,"Magnoliopsida","Zingiberales","Zingiberaceae","Alpinia","Alpinia zerumbet",NA
"347","itis","Alsophila cuspidata",NA,"Polypodiopsida","Cyatheales","Cyatheaceae","Alsophila","Alsophila cuspidata",NA
"348","itis","Alsophila erinacea",NA,"Polypodiopsida","Cyatheales","Cyatheaceae","Alsophila","Alsophila erinacea",NA
"349","itis","Alstroemeria isabelleana",NA,NA,NA,NA,NA,NA,NA
"350","itis","Alternanthera aquatica",NA,NA,NA,NA,NA,NA,NA
"351","itis","Alternanthera brasiliana",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera brasiliana",NA
"352","itis","Alternanthera caracasana",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera caracasana",NA
"353","itis","Alternanthera ficoidea",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera ficoidea",NA
"354","itis","Alternanthera micrantha",NA,NA,NA,NA,NA,NA,NA
"355","itis","Alternanthera puberula",NA,NA,NA,NA,NA,NA,NA
"356","itis","Alternanthera reineckii",NA,NA,NA,NA,NA,NA,NA
"357","itis","Alternanthera sessilis",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae","Alternanthera","Alternanthera sessilis",NA
"358","itis","Alternanthera tenella",NA,NA,NA,NA,NA,"Alternanthera tenella",NA
"359","itis","Amaioua contracta",NA,NA,NA,NA,NA,NA,NA
"360","itis","Amaioua corymbosa",NA,NA,NA,NA,NA,NA,NA
"361","itis","Amaioua glomerulata",NA,NA,NA,NA,NA,NA,NA
"362","itis","Amaioua guianensis",NA,NA,NA,NA,NA,NA,NA
"363","itis","Amaioua intermedia",NA,NA,NA,NA,NA,NA,NA
"364","itis","Amaioua petiolaris",NA,NA,NA,NA,NA,NA,NA
"365","itis","Amanoa almerindae",NA,NA,NA,NA,NA,NA,NA
"366","itis","Amanoa cupatensis",NA,NA,NA,NA,NA,NA,NA
"367","itis","Amanoa glaucophylla",NA,NA,NA,NA,NA,NA,NA
"368","itis","Amanoa gracillima",NA,NA,NA,NA,NA,NA,NA
"369","itis","Amanoa guianensis",NA,NA,NA,NA,NA,NA,NA
"370","itis","Amanoa nanayensis",NA,NA,NA,NA,NA,NA,NA
"371","itis","Amanoa oblongifolia",NA,NA,NA,NA,NA,NA,NA
"372","itis","Amanoa sinuosa",NA,NA,NA,NA,NA,NA,NA
"373","itis","Amaranthus blitum",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus blitum",NA
"374","itis","Amaranthus caudatus",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus caudatus",NA
"375","itis","Amaranthus deflexus",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus deflexus",NA
"376","itis","Amaranthus dubius",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus dubius",NA
"377","itis","Amaranthus spinosus",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus spinosus",NA
"378","itis","Amaranthus viridis",NA,"Magnoliopsida","Caryophyllales","Amaranthaceae","Amaranthus","Amaranthus viridis",NA
"379","itis","Amasonia angustifolia",NA,NA,NA,NA,NA,NA,NA
"380","itis","Amasonia arborea",NA,NA,NA,NA,NA,NA,NA
"381","itis","Amasonia campestris",NA,NA,NA,NA,NA,NA,NA
"382","itis","Amasonia hirta",NA,NA,NA,NA,NA,NA,NA
"383","itis","Amasonia lasiocaulis",NA,NA,NA,NA,NA,NA,NA
"384","itis","Amasonia lasiocaulos",NA,NA,NA,NA,NA,NA,NA
"385","itis","Amauropelta sanctae-catharinae",NA,NA,NA,NA,NA,NA,NA
"386","itis","Ambelania acida",NA,NA,NA,NA,NA,NA,NA
"387","itis","Ambelania duckei",NA,NA,NA,NA,NA,NA,NA
"388","itis","Ambelania occidentalis",NA,NA,NA,NA,NA,NA,NA
"389","itis","Amblovenatum opulentum",NA,"Polypodiopsida","Polypodiales","Thelypteridaceae","Amblovenatum","Amblovenatum opulentum",NA
"390","itis","Ambrosia artemisiifolia",NA,"Magnoliopsida","Asterales","Asteraceae","Ambrosia","Ambrosia artemisiifolia",NA
"391","itis","Ambrosia cumanensis",NA,NA,NA,NA,NA,"Ambrosia cumanensis",NA
"392","itis","Amburana cearensis",NA,NA,NA,NA,NA,NA,NA
"393","itis","Ampelocera edentula",NA,NA,NA,NA,NA,NA,NA
"394","itis","Ampelocera ruizii",NA,NA,NA,NA,NA,NA,NA
"395","itis","Ampelozizyphus amazonicus",NA,NA,NA,NA,NA,NA,NA
"396","itis","Amphidasya ambigua",NA,NA,NA,NA,NA,NA,NA
"397","itis","Amphidasya neblinae",NA,NA,NA,NA,NA,NA,NA
"398","itis","Amphilophium aschersonii",NA,NA,NA,NA,NA,NA,NA
"399","itis","Amphilophium campinae",NA,NA,NA,NA,NA,NA,NA
"400","itis","Amphilophium crucigerum",NA,NA,NA,NA,NA,NA,NA
"401","itis","Amphilophium cuneifolium",NA,NA,NA,NA,NA,NA,NA
"402","itis","Amphilophium dasytrichum",NA,NA,NA,NA,NA,NA,NA
"403","itis","Amphilophium elongatum",NA,NA,NA,NA,NA,NA,NA
"404","itis","Amphilophium granulosum",NA,NA,NA,NA,NA,NA,NA
"405","itis","Amphilophium laevis",NA,NA,NA,NA,NA,NA,NA
"406","itis","Amphilophium lohmanniae",NA,NA,NA,NA,NA,NA,NA
"407","itis","Amphilophium magnoliifolium",NA,NA,NA,NA,NA,NA,NA
"408","itis","Amphilophium mansoanum",NA,NA,NA,NA,NA,NA,NA
"409","itis","Amphilophium obovatum",NA,NA,NA,NA,NA,NA,NA
"410","itis","Amphilophium paniculatum",NA,"Magnoliopsida","Lamiales","Bignoniaceae","Amphilophium","Amphilophium paniculatum",NA
"411","itis","Amphilophium parkeri",NA,NA,NA,NA,NA,NA,NA
"412","itis","Amphilophium pulverulentum",NA,NA,NA,NA,NA,NA,NA
"413","itis","Amphilophium racemosum",NA,NA,NA,NA,NA,NA,NA
"414","itis","Amphilophium reticulatum",NA,NA,NA,NA,NA,NA,NA
"415","itis","Amphilophium rodriguesii",NA,NA,NA,NA,NA,NA,NA
"416","itis","Amphilophium scabriusculum",NA,NA,NA,NA,NA,NA,NA
"417","itis","Amphiodon effusus",NA,NA,NA,NA,NA,NA,NA
"418","itis","Amphirrhox longifolia",NA,NA,NA,NA,NA,NA,NA
"419","itis","Anacardium giganteum",NA,NA,NA,NA,NA,NA,NA
"420","itis","Anacardium microsepalum",NA,NA,NA,NA,NA,NA,NA
"421","itis","Anacardium occidentale",NA,"Magnoliopsida","Sapindales","Anacardiaceae","Anacardium","Anacardium occidentale",NA
"422","itis","Anacardium parvifolium",NA,NA,NA,NA,NA,NA,NA
"423","itis","Anacardium spruceanum",NA,NA,NA,NA,NA,NA,NA
"424","itis","Anadenanthera colubrina",NA,NA,NA,NA,NA,NA,NA
"425","itis","Anadenanthera peregrina",NA,"Magnoliopsida","Fabales","Fabaceae","Anadenanthera","Anadenanthera peregrina",NA
"426","itis","Ananas ananassoides",NA,NA,NA,NA,NA,NA,NA
"427","itis","Ananas comosus",NA,"Magnoliopsida","Poales","Bromeliaceae","Ananas","Ananas comosus",NA
"428","itis","Ananas parguazensis",NA,NA,NA,NA,NA,NA,NA
"429","itis","Ananthacorus angustifolius",NA,"Polypodiopsida","Polypodiales","Pteridaceae","Ananthacorus","Ananthacorus angustifolius",NA
"430","itis","Anaphyllopsis pinnata",NA,NA,NA,NA,NA,NA,NA
"431","itis","Anastrophyllum piligerum",NA,"Jungermanniopsida","Jungermanniales","Anastrophyllaceae","Anastrophyllum","Anastrophyllum piligerum",NA
"432","itis","Anathallis amazonica",NA,NA,NA,NA,NA,NA,NA
"433","itis","Anathallis imbricata",NA,NA,NA,NA,NA,NA,NA
"434","itis","Anathallis roseopapillosa",NA,NA,NA,NA,NA,NA,NA
"435","itis","Anaueria brasiliensis",NA,NA,NA,NA,NA,NA,NA
"436","itis","Anaxagorea acuminata",NA,"Magnoliopsida","Magnoliales","Annonaceae","Anaxagorea","Anaxagorea acuminata",NA
"437","itis","Anaxagorea angustifolia",NA,NA,NA,NA,NA,NA,NA
"438","itis","Anaxagorea brachycarpa",NA,NA,NA,NA,NA,NA,NA
"439","itis","Anaxagorea brevipes",NA,NA,NA,NA,NA,NA,NA
"440","itis","Anaxagorea dolichocarpa",NA,NA,NA,NA,NA,NA,NA
"441","itis","Anaxagorea gigantophylla",NA,NA,NA,NA,NA,NA,NA
"442","itis","Anaxagorea macrantha",NA,NA,NA,NA,NA,NA,NA
"443","itis","Anaxagorea manausensis",NA,NA,NA,NA,NA,NA,NA
"444","itis","Anaxagorea petiolata",NA,NA,NA,NA,NA,NA,NA
"445","itis","Anaxagorea phaeocarpa",NA,NA,NA,NA,NA,NA,NA
"446","itis","Anaxagorea prinoides",NA,NA,NA,NA,NA,NA,NA
"447","itis","Anaxagorea rheophytica",NA,NA,NA,NA,NA,NA,NA
"448","itis","Anaxagorea rufa",NA,NA,NA,NA,NA,NA,NA
"449","itis","Anchietea pyrifolia",NA,NA,NA,NA,NA,NA,NA
"450","itis","Ancistrothyrsus hirtellus",NA,NA,NA,NA,NA,NA,NA
"451","itis","Ancistrothyrsus tessmannii",NA,NA,NA,NA,NA,NA,NA
"452","itis","Ancistrotropis peduncularis",NA,NA,NA,NA,NA,NA,NA
"453","itis","Andersoniodoxa spruceana",NA,NA,NA,NA,NA,NA,NA
"454","itis","Andira fraxinifolia",NA,NA,NA,NA,NA,NA,NA
"455","itis","Andira inermis",NA,"Magnoliopsida","Fabales","Fabaceae","Andira","Andira inermis",NA
"456","itis","Andira macrothyrsa",NA,NA,NA,NA,NA,NA,NA
"457","itis","Andira micrantha",NA,NA,NA,NA,NA,NA,NA
"458","itis","Andira multistipula",NA,NA,NA,NA,NA,NA,NA
"459","itis","Andira parviflora",NA,NA,NA,NA,NA,NA,NA
"460","itis","Andira surinamensis",NA,NA,NA,NA,NA,NA,NA
"461","itis","Andira trifoliolata",NA,NA,NA,NA,NA,NA,NA
"462","itis","Andira unifoliolata",NA,NA,NA,NA,NA,NA,NA
"463","itis","Andira vermifuga",NA,NA,NA,NA,NA,NA,NA
"464","itis","Androcalymma glabrifolium",NA,NA,NA,NA,NA,NA,NA
"465","itis","Andropogon bicornis",NA,"Magnoliopsida","Poales","Poaceae","Andropogon","Andropogon bicornis",NA
"466","itis","Andropogon condensatus",NA,NA,NA,NA,NA,"Andropogon condensatus",NA
"467","itis","Andropogon gayanus",NA,"Magnoliopsida","Poales","Poaceae","Andropogon","Andropogon gayanus",NA
"468","itis","Andropogon indetonsus",NA,"Magnoliopsida","Poales","Poaceae","Andropogon","Andropogon indetonsus",NA
"469","itis","Andropogon lateralis",NA,"Magnoliopsida","Poales","Poaceae","Andropogon","Andropogon lateralis",NA
"470","itis","Andropogon leucostachyus",NA,"Magnoliopsida","Poales","Poaceae","Andropogon","Andropogon leucostachyus",NA
"471","itis","Andropogon selloanus",NA,"Magnoliopsida","Poales","Poaceae","Andropogon","Andropogon selloanus",NA
"472","itis","Andropogon tener",NA,NA,NA,NA,NA,"Andropogon tener",NA
"473","itis","Andropogon vetus",NA,"Magnoliopsida","Poales","Poaceae","Andropogon","Andropogon vetus",NA
"474","itis","Andropogon virgatus",NA,"Magnoliopsida","Poales","Poaceae","Andropogon","Andropogon virgatus",NA
"475","itis","Aneilema umbrosum",NA,NA,NA,NA,NA,NA,NA
"476","itis","Anemia buniifolia",NA,NA,NA,NA,NA,NA,NA
"477","itis","Anemia phyllitidis",NA,"Polypodiopsida","Schizaeales","Anemiaceae","Anemia","Anemia phyllitidis",NA
"478","itis","Anemia tomentosa",NA,NA,NA,NA,NA,NA,NA
"479","itis","Anemopaegma chrysoleucum",NA,NA,NA,NA,NA,NA,NA
"480","itis","Anemopaegma floridum",NA,NA,NA,NA,NA,NA,NA
"481","itis","Anemopaegma foetidum",NA,NA,NA,NA,NA,NA,NA
"482","itis","Anemopaegma insculptum",NA,NA,NA,NA,NA,NA,NA
"483","itis","Anemopaegma ionanthum",NA,NA,NA,NA,NA,NA,NA
"484","itis","Anemopaegma jucundum",NA,NA,NA,NA,NA,NA,NA
"485","itis","Anemopaegma oligoneuron",NA,NA,NA,NA,NA,NA,NA
"486","itis","Anemopaegma paraense",NA,NA,NA,NA,NA,NA,NA
"487","itis","Anemopaegma parkeri",NA,NA,NA,NA,NA,NA,NA
"488","itis","Anemopaegma robustum",NA,NA,NA,NA,NA,NA,NA
"489","itis","Anetium citrifolium",NA,NA,NA,NA,NA,"Anetium citrifolium",NA
"490","itis","Aneura latissima",NA,"Jungermanniopsida","Metzgeriales","Aneuraceae","Aneura","Aneura latissima",NA
"491","itis","Aneura pinguis",NA,"Jungermanniopsida","Metzgeriales","Aneuraceae","Aneura","Aneura pinguis",NA
"492","itis","Angelonia angustifolia",NA,"Magnoliopsida","Lamiales","Plantaginaceae","Angelonia","Angelonia angustifolia",NA
"493","itis","Angelonia minor",NA,NA,NA,NA,NA,NA,NA
"494","itis","Angostura simplex",NA,NA,NA,NA,NA,NA,NA
"495","itis","Angostura tapajozensis",NA,NA,NA,NA,NA,NA,NA
"496","itis","Aniba affinis",NA,NA,NA,NA,NA,NA,NA
"497","itis","Aniba burchellii",NA,NA,NA,NA,NA,NA,NA
"498","itis","Aniba canelilla",NA,NA,NA,NA,NA,NA,NA
"499","itis","Aniba citrifolia",NA,NA,NA,NA,NA,NA,NA
"500","itis","Aniba cylindriflora",NA,NA,NA,NA,NA,NA,NA
"501","itis","Aniba excelsa",NA,NA,NA,NA,NA,NA,NA
"502","itis","Aniba ferrea",NA,NA,NA,NA,NA,NA,NA
"503","itis","Aniba guianensis",NA,"Magnoliopsida","Laurales","Lauraceae","Aniba","Aniba guianensis",NA
"504","itis","Aniba hostmanniana",NA,NA,NA,NA,NA,NA,NA
"505","itis","Aniba jenmanii",NA,NA,NA,NA,NA,NA,NA
"506","itis","Aniba lancifolia",NA,NA,NA,NA,NA,NA,NA
"507","itis","Aniba megaphylla",NA,NA,NA,NA,NA,NA,NA
"508","itis","Aniba muca",NA,NA,NA,NA,NA,NA,NA
"509","itis","Aniba panurensis",NA,NA,NA,NA,NA,NA,NA
"510","itis","Aniba parviflora",NA,NA,NA,NA,NA,NA,NA
"511","itis","Aniba puchury",NA,NA,NA,NA,NA,NA,NA
"512","itis","Aniba puchury-minor",NA,NA,NA,NA,NA,NA,NA
"513","itis","Aniba riparia",NA,NA,NA,NA,NA,NA,NA
"514","itis","Aniba rosaeodora",NA,NA,NA,NA,NA,NA,NA
"515","itis","Aniba rosodora",NA,NA,NA,NA,NA,NA,NA
"516","itis","Aniba santalodora",NA,NA,NA,NA,NA,NA,NA
"517","itis","Aniba taubertiana",NA,NA,NA,NA,NA,NA,NA
"518","itis","Aniba terminalis",NA,NA,NA,NA,NA,NA,NA
"519","itis","Aniba williamsii",NA,NA,NA,NA,NA,NA,NA
"520","itis","Aniseia luxurians",NA,NA,NA,NA,NA,NA,NA
"521","itis","Aniseia martinicensis",NA,"Magnoliopsida","Solanales","Convolvulaceae","Aniseia","Aniseia martinicensis",NA
"522","itis","Anisophyllea guianensis",NA,NA,NA,NA,NA,NA,NA
"523","itis","Anisophyllea manausensis",NA,NA,NA,NA,NA,NA,NA
"524","itis","Annona amazonica",NA,NA,NA,NA,NA,NA,NA
"525","itis","Annona ambotay",NA,NA,NA,NA,NA,NA,NA
"526","itis","Annona annonoides",NA,NA,NA,NA,NA,NA,NA
"527","itis","Annona atabapensis",NA,NA,NA,NA,NA,NA,NA
"528","itis","Annona coriacea",NA,NA,NA,NA,NA,NA,NA
"529","itis","Annona cuspidata",NA,NA,NA,NA,NA,NA,NA
"530","itis","Annona deminuta",NA,NA,NA,NA,NA,NA,NA
"531","itis","Annona densicoma",NA,NA,NA,NA,NA,NA,NA
"532","itis","Annona dolichophylla",NA,NA,NA,NA,NA,NA,NA
"533","itis","Annona duckei",NA,NA,NA,NA,NA,NA,NA
"534","itis","Annona echinata",NA,NA,NA,NA,NA,NA,NA
"535","itis","Annona edulis",NA,NA,NA,NA,NA,NA,NA
"536","itis","Annona emarginata",NA,NA,NA,NA,NA,NA,NA
"537","itis","Annona excellens",NA,NA,NA,NA,NA,NA,NA
"538","itis","Annona exsucca",NA,NA,NA,NA,NA,NA,NA
"539","itis","Annona foetida",NA,NA,NA,NA,NA,NA,NA
"540","itis","Annona gigantophylla",NA,NA,NA,NA,NA,NA,NA
"541","itis","Annona glabra",NA,"Magnoliopsida","Magnoliales","Annonaceae","Annona","Annona glabra",NA
"542","itis","Annona haematantha",NA,NA,NA,NA,NA,NA,NA
"543","itis","Annona hypoglauca",NA,NA,NA,NA,NA,NA,NA
"544","itis","Annona insignis",NA,NA,NA,NA,NA,NA,NA
"545","itis","Annona jahnii",NA,NA,NA,NA,NA,NA,NA
"546","itis","Annona jucunda",NA,NA,NA,NA,NA,NA,NA
"547","itis","Annona montana",NA,"Magnoliopsida","Magnoliales","Annonaceae","Annona","Annona montana",NA
"548","itis","Annona mucosa",NA,"Magnoliopsida","Magnoliales","Annonaceae","Annona","Annona mucosa",NA
"549","itis","Annona muricata",NA,"Magnoliopsida","Magnoliales","Annonaceae","Annona","Annona muricata",NA
"550","itis","Annona neoinsignis",NA,NA,NA,NA,NA,NA,NA
"551","itis","Annona nitida",NA,NA,NA,NA,NA,NA,NA
"552","itis","Annona paludosa",NA,NA,NA,NA,NA,NA,NA
"553","itis","Annona papilionella",NA,NA,NA,NA,NA,NA,NA
"554","itis","Annona rugulosa",NA,NA,NA,NA,NA,NA,NA
"555","itis","Annona salzmannii",NA,NA,NA,NA,NA,NA,NA
"556","itis","Annona sericea",NA,NA,NA,NA,NA,NA,NA
"557","itis","Annona squamosa",NA,"Magnoliopsida","Magnoliales","Annonaceae","Annona","Annona squamosa",NA
"558","itis","Annona tenuiflora",NA,NA,NA,NA,NA,NA,NA
"559","itis","Annona williamsii",NA,NA,NA,NA,NA,NA,NA
"560","itis","Anomospermum chloranthum",NA,NA,NA,NA,NA,NA,NA
"561","itis","Anomospermum grandifolium",NA,NA,NA,NA,NA,NA,NA
"562","itis","Anomospermum reticulatum",NA,NA,NA,NA,NA,NA,NA
"563","itis","Anoplolejeunea conferta",NA,"Jungermanniopsida","Porellales","Lejeuneaceae","Anoplolejeunea","Anoplolejeunea conferta",NA
"564","itis","Anredera cordifolia",NA,"Magnoliopsida","Caryophyllales","Basellaceae","Anredera","Anredera cordifolia",NA
"565","itis","Anthaenantia lanata",NA,"Magnoliopsida","Poales","Poaceae","Anthaenantia","Anthaenantia lanata",NA
"566","itis","Anthenantia lanata",NA,NA,NA,NA,NA,"Anthenantia lanata",NA
"567","itis","Anthodiscus amazonicus",NA,NA,NA,NA,NA,NA,NA
"568","itis","Anthodiscus mazarunensis",NA,NA,NA,NA,NA,NA,NA
"569","itis","Anthodiscus obovatus",NA,NA,NA,NA,NA,NA,NA
"570","itis","Anthodiscus peruanus",NA,NA,NA,NA,NA,NA,NA
"571","itis","Anthodiscus pilosus",NA,NA,NA,NA,NA,NA,NA
"572","itis","Anthodon decussatum",NA,NA,NA,NA,NA,NA,NA
"573","itis","Anthurium acrobates",NA,NA,NA,NA,NA,NA,NA
"574","itis","Anthurium apaporanum",NA,NA,NA,NA,NA,NA,NA
"575","itis","Anthurium atropurpureum",NA,NA,NA,NA,NA,NA,NA
"576","itis","Anthurium bakeri",NA,NA,NA,NA,NA,NA,NA
"577","itis","Anthurium barrieri",NA,NA,NA,NA,NA,NA,NA
"578","itis","Anthurium bonplandii",NA,NA,NA,NA,NA,NA,NA
"579","itis","Anthurium brevipedunculatum",NA,NA,NA,NA,NA,NA,NA
"580","itis","Anthurium breviscapum",NA,NA,NA,NA,NA,NA,NA
"581","itis","Anthurium cataniapoense",NA,NA,NA,NA,NA,NA,NA
"582","itis","Anthurium ceronii",NA,NA,NA,NA,NA,NA,NA
"583","itis","Anthurium circinatum",NA,NA,NA,NA,NA,NA,NA
"584","itis","Anthurium clavigerum",NA,NA,NA,NA,NA,NA,NA
"585","itis","Anthurium crassinervium",NA,NA,NA,NA,NA,NA,NA
"586","itis","Anthurium croatii",NA,NA,NA,NA,NA,NA,NA
"587","itis","Anthurium curicuriariense",NA,NA,NA,NA,NA,NA,NA
"588","itis","Anthurium decurrens",NA,NA,NA,NA,NA,NA,NA
"589","itis","Anthurium eminens",NA,NA,NA,NA,NA,NA,NA
"590","itis","Anthurium ernesti",NA,NA,NA,NA,NA,NA,NA
"591","itis","Anthurium ernestii",NA,NA,NA,NA,NA,NA,NA
"592","itis","Anthurium fendleri",NA,NA,NA,NA,NA,NA,NA
"593","itis","Anthurium galactospadix",NA,NA,NA,NA,NA,NA,NA
"594","itis","Anthurium gracile",NA,NA,NA,NA,NA,NA,NA
"595","itis","Anthurium grex",NA,NA,NA,NA,NA,NA,NA
"596","itis","Anthurium interruptum",NA,NA,NA,NA,NA,NA,NA
"597","itis","Anthurium jenmanii",NA,NA,NA,NA,NA,NA,NA
"598","itis","Anthurium krukovii",NA,NA,NA,NA,NA,NA,NA
"599","itis","Anthurium kunthii",NA,NA,NA,NA,NA,NA,NA
"600","itis","Anthurium lechlerianum",NA,NA,NA,NA,NA,NA,NA
"601","itis","Anthurium lindmanianum",NA,NA,NA,NA,NA,NA,NA
"602","itis","Anthurium longispadiceum",NA,NA,NA,NA,NA,NA,NA
"603","itis","Anthurium loretense",NA,NA,NA,NA,NA,NA,NA
"604","itis","Anthurium macdanielii",NA,NA,NA,NA,NA,NA,NA
"605","itis","Anthurium michelii",NA,NA,NA,NA,NA,NA,NA
"606","itis","Anthurium moonenii",NA,NA,NA,NA,NA,NA,NA
"607","itis","Anthurium obtusilobum",NA,NA,NA,NA,NA,NA,NA
"608","itis","Anthurium obtusum",NA,NA,NA,NA,NA,NA,NA
"609","itis","Anthurium oxycarpum",NA,NA,NA,NA,NA,NA,NA
"610","itis","Anthurium paraguayense",NA,NA,NA,NA,NA,NA,NA
"611","itis","Anthurium pedatum",NA,NA,NA,NA,NA,NA,NA
"612","itis","Anthurium pendulifolium",NA,NA,NA,NA,NA,NA,NA
"613","itis","Anthurium pentaphyllum",NA,NA,NA,NA,NA,NA,NA
"614","itis","Anthurium plowmanii",NA,NA,NA,NA,NA,NA,NA
"615","itis","Anthurium polydactylum",NA,NA,NA,NA,NA,NA,NA
"616","itis","Anthurium polyschistum",NA,NA,NA,NA,NA,NA,NA
"617","itis","Anthurium pranceanum",NA,NA,NA,NA,NA,NA,NA
"618","itis","Anthurium ptarianum",NA,NA,NA,NA,NA,NA,NA
"619","itis","Anthurium roraimense",NA,NA,NA,NA,NA,NA,NA
"620","itis","Anthurium sagittatum",NA,NA,NA,NA,NA,NA,NA
"621","itis","Anthurium scandens",NA,"Magnoliopsida","Alismatales","Araceae","Anthurium","Anthurium scandens",NA
"622","itis","Anthurium schunkei",NA,NA,NA,NA,NA,NA,NA
"623","itis","Anthurium sinuatum",NA,NA,NA,NA,NA,NA,NA
"624","itis","Anthurium trinervium",NA,NA,NA,NA,NA,NA,NA
"625","itis","Anthurium triphyllum",NA,NA,NA,NA,NA,NA,NA
"626","itis","Anthurium uleanum",NA,NA,NA,NA,NA,NA,NA
"627","itis","Anthurium versicolor",NA,NA,NA,NA,NA,NA,NA
"628","itis","Anthurium vittariifolium",NA,NA,NA,NA,NA,NA,NA
"629","itis","Anthurium whitmorei",NA,NA,NA,NA,NA,NA,NA
"630","itis","Anthurium wurdackii",NA,NA,NA,NA,NA,NA,NA
"631","itis","Antidaphne amazonensis",NA,NA,NA,NA,NA,NA,NA
"632","itis","Antidaphne viscoidea",NA,"Magnoliopsida","Santalales","Santalaceae","Antidaphne","Antidaphne viscoidea",NA
"633","itis","Antigonon leptopus",NA,"Magnoliopsida","Caryophyllales","Polygonaceae","Antigonon","Antigonon leptopus",NA
"634","itis","Antonia ovata",NA,NA,NA,NA,NA,NA,NA
"635","itis","Antrophyum guayanense",NA,NA,NA,NA,NA,NA,NA
"636","itis","Aparisthmium cordatum",NA,NA,NA,NA,NA,NA,NA
"637","itis","Apeiba albiflora",NA,NA,NA,NA,NA,NA,NA
"638","itis","Apeiba aspera",NA,NA,NA,NA,NA,NA,NA
"639","itis","Apeiba glabra",NA,NA,NA,NA,NA,NA,NA
"640","itis","Apeiba macropetala",NA,NA,NA,NA,NA,NA,NA
"641","itis","Apeiba membranacea",NA,NA,NA,NA,NA,NA,NA
"642","itis","Apeiba petoumo",NA,NA,NA,NA,NA,NA,NA
"643","itis","Apeiba schomburgkii",NA,"Magnoliopsida","Malvales","Malvaceae","Apeiba","Apeiba schomburgkii",NA
"644","itis","Apeiba tibourbou",NA,"Magnoliopsida","Malvales","Malvaceae","Apeiba","Apeiba tibourbou",NA
"645","itis","Aphelandra acrensis",NA,NA,NA,NA,NA,NA,NA
"646","itis","Aphelandra aurantiaca",NA,NA,NA,NA,NA,NA,NA
"647","itis","Aphelandra caput-medusae",NA,NA,NA,NA,NA,NA,NA
"648","itis","Aphelandra glabrata",NA,NA,NA,NA,NA,NA,NA
"649","itis","Aphelandra hylaea",NA,NA,NA,NA,NA,NA,NA
"650","itis","Aphelandra macrostachya",NA,NA,NA,NA,NA,NA,NA
"651","itis","Aphelandra pepe-parodii",NA,NA,NA,NA,NA,NA,NA
"652","itis","Aphelandra pilosa",NA,NA,NA,NA,NA,NA,NA
"653","itis","Aphelandra pulcherrima",NA,"Magnoliopsida","Lamiales","Acanthaceae","Aphelandra","Aphelandra pulcherrima",NA
"654","itis","Apinagia guyanensis",NA,NA,NA,NA,NA,NA,NA
"655","itis","Apinagia richardiana",NA,NA,NA,NA,NA,NA,NA
"656","itis","Apochloa chnoodes",NA,"Magnoliopsida","Poales","Poaceae","Apochloa","Apochloa chnoodes",NA
"657","itis","Apodanthes caseariae",NA,NA,NA,NA,NA,NA,NA
"658","itis","Appunia longipedunculata",NA,NA,NA,NA,NA,NA,NA
"659","itis","Appunia odontocalyx",NA,NA,NA,NA,NA,NA,NA
"660","itis","Appunia tenuiflora",NA,NA,NA,NA,NA,NA,NA
"661","itis","Appunia triphylla",NA,NA,NA,NA,NA,NA,NA
"662","itis","Aptandra liriosmoides",NA,NA,NA,NA,NA,NA,NA
"663","itis","Aptandra tubicina",NA,NA,NA,NA,NA,NA,NA
"664","itis","Apteria aphylla",NA,"Magnoliopsida","Dioscoreales","Burmanniaceae","Apteria","Apteria aphylla",NA
"665","itis","Aptychopsis estrellae",NA,NA,NA,NA,NA,NA,NA
"666","itis","Apuleia leiocarpa",NA,NA,NA,NA,NA,NA,NA
"667","itis","Aquarius grisebachii",NA,NA,NA,NA,NA,NA,NA
"668","itis","Aquarius horizontalis",NA,NA,NA,NA,NA,NA,NA
"669","itis","Aquarius paniculatus",NA,NA,NA,NA,NA,NA,NA
"670","itis","Aquarius trialatus",NA,NA,NA,NA,NA,NA,NA
